Comparison	Signature	Sample	Age	Cell_type	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge	Dataset
HGG-G34R.V_vs_PNET-HGNET-BCOR	Str/SVZ 34-Progenitor	Striatum	Mouse P9	Str/SVZ 34-Progenitor	6.653359946773121e-4	0.0015563722657544166	0.6811640499608869	3.3194421471330045	0	94	LGALS1, TREM2, C1QA, GPX1, C1QC, UCP2, ARPC1B, APOE, FTL, C1QB, LTC4S, CYBA, CSF1R, NTPCR, LAPTM5, TYROBP, EIF5A, SYNGR1, NDUFA2, SDF2L1, CTSS, CD68, CD63, RAC2, LYZ, VMP1, COX8A, SPI1, AIF1, ACTB, ARHGDIB, LY86, PTPN18, CLIC1, BOLA2B, VAMP8, NPC2, CFL1, CST3, TUBA1B, FAU, FAU, LST1, ATOX1, CTSB, SEPP1, PYCARD, B2M, FCER1G, CAPZA2, CTSZ, RGS10, ATP5G1, ATP5E, EEF1B2, CX3CR1, HEXA, LGMN, MT1G, COTL1, TOMM7	Anderson et al 2020
HGG-G34R.V_vs_PNET-HGNET-BCOR	Str/SVZ 9-Microglia	Striatum	Mouse P9	Str/SVZ 9-Microglia	6.57030223390276e-4	0.0015563722657544166	0.6794174158105211	3.291360582942784	0	91	FERMT3, TREM2, C1QA, C1QC, ARPC1B, APOE, C1QB, ZNF710, SLCO2B1, LTC4S, CYBA, LAIR1, CSF1R, NTPCR, LAPTM5, TYROBP, CD84, CYTH4, ADAP2, UNC93B1, CTSS, INPP5D, IGF1, RAC2, LYZ, SPI1, AIF1, LY86, APBB1IP, PTPN18, FGD2, MYO1F, NPC2, ITGB5, PTGS1, TBXAS1, CST3, DOCK2, LST1, IKZF1, CTSB, SEPP1, DOCK8, PYCARD, B2M, RNASE4, FCER1G, CTSZ, RGS10, LPCAT2, LYN, CX3CR1, HEXA, SLC9A9, LGMN, COTL1, MERTK, FYB, SH3BGRL3, MPEG1, SERINC3, MEF2C	Anderson et al 2020
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-p3 MAC	Forebrain P3	Mouse P3	Macrophages	7.194244604316547e-4	0.0015563722657544166	0.6636080451599554	3.2816268442326724	0	104	C1QA, CD14, STAB1, C1QC, C1QB, C3AR1, LTC4S, DOK2, PTPN6, PSMB8, CSF1R, LAPTM5, CD53, TYROBP, CD84, CYBB, ADAM33, CTSS, CD68, IGF1, CCR1, RAC2, CCL2, LYZ, SPI1, AIF1, LY86, PTPN18, MSR1, MS4A6A, MS4A6A, MS4A6A, CD163, RGS18, CD74, HFE, PLD4, GMFG, FOLR2, EVI2A, SLFN12, ALOX5AP, CXCL2, CD300A, TGFBI, LCP1, MS4A7, LST1, AOAH, CD300C, PTAFR, TNFAIP8L2, FCGR2A, FCGR2A, RNASE4, TMEM106A, EHD4, CD48, FCGR1B, SP100, IGSF6, FCER1G	Jessa et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	Str/SVZ 23-Microglia	Striatum	Mouse P9	Str/SVZ 23-Microglia	6.653359946773121e-4	0.0015563722657544166	0.6630086603044307	3.230967475537045	0	94	TREM2, C1QA, GPX1, C1QC, GRN, ARPC1B, C1QB, C3AR1, LTC4S, CYBA, LAIR1, CSF1R, LAPTM5, TYROBP, CD84, SYNGR1, CTSS, CD68, INPP5D, IGF1, RAC2, LYZ, SPI1, AIF1, LY86, APBB1IP, PTPN18, FGD2, MYO1F, TNFRSF11A, VAMP8, PTGS1, TBXAS1, SKAP2, DOCK2, TUBA1B, CD180, LCP1, IKZF1, CTSB, SEPP1, DOCK8, PYCARD, B2M, CTSC, RNASE4, FCER1G, DAB2, CTSZ, RGS10, LYN, CX3CR1, MRC1, HEXA, LPL, SLC9A9, BIRC5, LGMN, COTL1, ARPC2, FYB, SH3BGRL3, MPEG1, SERINC3, MEF2C	Anderson et al 2020
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-p3 ASTR2	Forebrain P3	Mouse P3	Astrocytes 2	7.25689404934688e-4	0.0015563722657544166	0.6252429979030487	3.119293156127235	0	107	TSC22D4, MT1E, SLC1A3, ACOT2, MT3, SLC27A1, GJA1, MFGE8, TTYH1, ACOT1, APOE, LFNG, SYT11, ENO1, CSPG5, TST, SLC6A11, FAM181B, TNC, EDNRB, MLC1, ID3, ACSBG1, CD63, CD81, ALDOC, VCAM1, MT1A, SLC25A18, HES5, PLA2G7, MT2A, TRIM9, CKB, GLUL, SLC9A3R1, CST3, MT1X, IGFBP2, CA2, BTBD17, BCAN, GABRG1, PTPRZ1, MGST1, GSTM1, SLC6A1, TMBIM6, PEA15, AQP4, MT1F, CBS, NDRG2, SLC1A2, GPM6B, QKI, NCAN, DBI, MT1G, ATP1B2, CD9, GLUD1, TIMP3, FJX1	Jessa et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-p0 ASTR2	Forebrain P0	Mouse P0	Astrocytes 2	7.57002271006813e-4	0.0015563722657544166	0.6140045971710602	3.1052908785059268	0	116	TSC22D4, MT1E, MT1E, SLC1A3, ACOT2, MT3, SLC27A1, GJA1, MFGE8, TTYH1, ACOT1, APOE, LFNG, CSPG5, TST, SLC6A11, FAM181B, TNC, EDNRB, MLC1, ID3, ACSBG1, ALDOC, VCAM1, MT1A, MT1A, SLC25A18, HES5, ID1, PLA2G7, MT2A, MT2A, HEPACAM, TRIM9, CKB, GLUL, SLC9A3R1, TIMP4, SLC15A2, CST3, MT1X, MT1X, CA2, BCAN, SCRG1, PTPRZ1, MGST1, GSTM1, PEA15, AQP4, MT1F, MT1F, CBS, EEPD1, NDRG2, SLC1A2, GPM6B, QKI, NCAN, DBI, MT1G, MT1G, ATP1B2, CD9, GLUD1, NIM1K, BMPR1B, LRIG1	Jessa et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	HF Astrocyte	Human fetal cortex/MGE	Human fetal	Astrocyte	6.939625260235947e-4	0.0015563722657544166	0.6129739737942145	3.018534099236191	0	100	GPR37L1, SLC1A3, HOPX, F3, AGT, S100A16, MT3, WSCD1, LIX1, C2orf72, GJA1, ARAP2, S100B, GATM, FGF1, PMP2, CSPG5, GFAP, DTNA, NPNT, SLC6A11, TNC, EDNRB, SLCO1C1, ALDOC, DIO2, GRAMD3, P2RY1, NRBP2, LRRTM3, BDH2, HEPACAM, ZCCHC24, MAP3K1, ATP13A4, SLC15A2, CST3, CCDC80, RAB31, BCAN, ABCC9, MYO1E, SSPN, EGFR, PARP9, RGCC, KCNJ16, AQP4, SLC1A2, TGFB2, DBI, ACACB, ATP1B2, CD9, GLUD1	Nowakowski et al 2017
HGG-G34R.V_vs_PNET-HGNET-BCOR	VSVZ-2 Astrocytes	V-SVZ	Mouse adult	VSVZ-2 Astrocytes	6.747638326585695e-4	0.0015563722657544166	0.6063216932310252	2.968445401308029	0	96	FAM107A, GPR37L1, SLC1A3, F3, AGT, MT3, FXYD1, MFGE8, TTYH1, APOE, CLU, CSPG5, TST, SLC6A11, EDNRB, MLC1, SLCO1C1, ACSBG1, CD63, CD81, ALDOC, VCAM1, HES5, CHCHD10, PLA2G7, CKB, GLUL, CYP2J2, SLC9A3R1, TIMP4, CST3, BTBD17, BCAN, SCRG1, PTPRZ1, MGST1, GSTM1, NKAIN4, PRDX6, AQP4, NDRG2, NTSR2, FZD2, S1PR1, SLC1A2, GJA9, KCNK1, DBI, MT1G, S100A1, ENHO, ATP1B2, GLUD1, TIMP3, FJX1	Mizrak et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-p6 ASTR2-2	Forebrain P6	Mouse P6	Astrocytes 2-2	7.067137809187279e-4	0.0015563722657544166	0.5998869049794974	2.950815443396526	0	101	SLC1A3, F3, ACOT2, MT3, SLC27A1, GJA1, MFGE8, PMM1, TTYH1, ACOT1, SYT11, ENO1, TST, FAM181B, LCAT, MLC1, ID3, SLCO1C1, ACSBG1, ALDOC, VCAM1, DIO2, HES5, ID1, PLA2G7, CSRNP1, PPP1R3G, TRIM9, JUNB, CKB, GLUL, SLC9A3R1, IER2, CST3, FOS, CA2, BTBD17, BCAN, GSTM1, GEM, PRDX6, PEA15, AQP4, CBS, NDRG2, SLC1A2, TGFB2, BHLHE40, GPM6B, NCAN, DUSP1, CHRDL1, GLUD1, NIM1K, MRAS, FOSB, SOCS3, NR4A1, JUN	Jessa et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	VSVZ-1 Astrocyte	V-SVZ	Mouse adult	VSVZ-1 Astrocyte	6.653359946773121e-4	0.0015563722657544166	0.6025429217866645	2.936306415686746	0	94	FAM107A, GPR37L1, SLC1A3, F3, AGT, MGLL, MT3, FXYD1, SFXN5, MFGE8, TTYH1, APOE, CLU, LFNG, CSPG5, SLC6A11, EDNRB, MLC1, ACSBG1, ALDOC, SLC25A18, HES5, CHCHD10, PLA2G7, LGI4, CYP2J2, SLC9A3R1, TIMP4, BTBD17, BCAN, SCRG1, PTPRZ1, MGST1, GSTM1, SLC6A1, NKAIN4, AGPAT5, PRDX6, AQP4, NDRG2, NTSR2, S1PR1, SLC1A2, GJA9, KCNK1, MT1G, ENHO, ATP1B2, GLUD1, TIMP3, FJX1	Mizrak et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-p0 ASTR1	Forebrain P0	Mouse P0	Astrocytes 1	7.57002271006813e-4	0.0015563722657544166	0.573782558629296	2.9018703667147796	0	116	TSC22D4, ABHD4, MT1E, MT1E, SLC1A3, ACOT2, MT3, MFGE8, TTYH1, ACOT1, APOE, CLU, SYT11, MID1IP1, VEPH1, CSPG5, TST, GFAP, DTNA, TNC, MLC1, EMID1, SLCO1C1, ACSBG1, ALDOC, VCAM1, MT1A, MT1A, HES5, POLR3H, RLBP1, MT2A, MT2A, OAT, HEPACAM, GAS1, GLUL, SLC9A3R1, PSPH, CST3, CCDC80, MT1X, MT1X, PTPRZ1, ASRGL1, GSTM1, NKAIN4, RGCC, PRDX6, PEA15, MT1F, MT1F, CBS, NDRG2, S1PR1, SLC1A2, TGFB2, GPM6B, QKI, CNN3, DBI, MT1G, MT1G, VIM, CD9, NIM1K, FJX1, PTX3	Jessa et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	VSVZ-1 Oligodendrocyte	V-SVZ	Mouse adult	VSVZ-1 Oligodendrocyte	6.747638326585695e-4	0.0015563722657544166	0.5723300582603099	2.802028277134122	0	96	PLP1, RHOG, MAPK8IP1, GJC2, CNP, JOSD2, MBP, GAMT, GATM, CDC42EP2, DNAJB2, PDLIM2, QDPR, TF, SLC48A1, SEPT4, ADSSL1, GLTP, TALDO1, ANLN, VMP1, GSN, PLLP, CPOX, CMTM5, PLEKHB1, DUSP26, TNFAIP6, EVI2A, RNF7, PLA2G16, MAG, ERMN, CA2, CSRP1, TPPP3, NMRAL1, GJB1, LITAF, SERPINB1	Mizrak et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	HF oRG	Human fetal cortex/MGE	Human fetal	Outer Radial Glia	6.939625260235947e-4	0.0015563722657544166	0.5681548643793868	2.7978265066631436	0	100	FAM107A, MOXD1, SLC1A3, HOPX, F3, MT3, C2orf72, ARAP2, ANKRD9, CLU, GATM, ATP10B, VEPH1, ARHGEF6, PMP2, GFAP, NPNT, RANBP3L, TNC, HNMT, CD82, EDNRB, MLC1, SLCO1C1, SOAT1, ACSBG1, ALDOC, DIO2, GPX3, SLC25A18, TMEM163, HGF, HEPACAM, S1PR3, ATP13A4, ITGB5, SLC15A2, RHOJ, BCAN, PTPRZ1, C8orf4, PARP9, FAM189A2, PEA15, AQP4, KCNJ10, EEPD1, NOTCH2, LYN, S1PR1, CD38	Nowakowski et al 2017
HGG-G34R.V_vs_PNET-HGNET-BCOR	VSVZ-2 Oligodendrocytes	V-SVZ	Mouse adult	VSVZ-2 Oligodendrocytes	6.747638326585695e-4	0.0015563722657544166	0.5689916847206525	2.7856841817598723	0	96	PLP1, RHOG, MAPK8IP1, GJC2, CNP, JOSD2, MBP, GATM, CDC42EP2, SYT11, DNAJB2, PDLIM2, QDPR, TF, SEPT4, ADSSL1, PRR5L, TALDO1, CNTN2, ADAMTS4, ANLN, GSN, PLLP, CPOX, CMTM5, PLEKHB1, DUSP26, TNFAIP6, EVI2A, MAG, ERMN, CA2, CSRP1, TPPP3, GJB1, ELOVL7, LITAF, SERPINB1	Mizrak et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-p6 ASTR2	Forebrain P6	Mouse P6	Astrocytes 2	7.2992700729927e-4	0.0015563722657544166	0.5555473605797578	2.7634086839923735	0	106	TSC22D4, MT1E, SLC1A3, ACOT2, MT3, SLC27A1, GJA1, MFGE8, PMM1, TTYH1, ACOT1, APOE, CLU, SYT11, CSPG5, TST, SLC6A11, FAM181B, EDNRB, MLC1, ACSBG1, CD63, CD81, ALDOC, VCAM1, MT1A, SLC25A18, HES5, PLA2G7, MT2A, HEPACAM, TRIM9, CKB, GLUL, SLC15A2, CST3, MT1X, IGFBP2, CA2, BTBD17, BCAN, PTPRZ1, GSTM1, SLC6A1, PEA15, AQP4, MT1F, CBS, NDRG2, SLC1A2, GPM6B, NCAN, DBI, MT1G, ENHO, ATP1B2, GLUD1	Jessa et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-p6 MAC	Forebrain P6	Mouse P6	Macrophages	7.122507122507123e-4	0.0015563722657544166	0.5573524730435306	2.7459716960235987	0	102	CD14, STAB1, ANG, NRROS, C3AR1, LTC4S, LRRC25, DOK2, CSF1R, CD53, CYTH4, CYBB, ADAM33, CTSS, CD68, IGF1, CCR1, RAC2, CCL2, LYZ, AIF1, PTPN18, MSR1, MS4A6A, MS4A6A, MS4A6A, CD163, RGS18, HFE, PLD4, TFEC, GMFG, FOLR2, SLFN12, NFKBID, EBI3, ALOX5AP, CXCL2, LILRA4, TGFBI, MS4A7, LST1, PTAFR, FCGR2A, FCGR2A, TMEM106A, EHD4, CD48, EPSTI1, FCGR1B, MRC1, C5AR1, CD86, PF4, FCGR1A, IER3, SP110, OAS1, MMP9, PF4V1	Jessa et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	Str/SVZ 10-Astrocytes	Striatum	Mouse P9	Str/SVZ 10-Astrocytes	6.6711140760507e-4	0.0015563722657544166	0.555230703206449	2.6969572889539943	0	93	TSC22D4, FAM107A, PHKG1, SLC1A3, MT3, BAALC, FXYD1, SFXN5, ARAP2, TTYH1, APOE, S100A6, CLU, VEPH1, CSPG5, DTNA, SHROOM3, TNC, EDNRB, MLC1, SLCO1C1, HES5, BMPER, HGF, NRG1, HEPACAM, GAS1, GLUL, ZBTB20, CST3, PTPRZ1, ASRGL1, PRDX6, PEA15, LRP4, NOTCH2, NDRG2, S1PR1, SLC1A2, GJA9, DBI, FARS2, MT1G, GLUD1, TIMP3, ACSS1, BMPR1B	Anderson et al 2020
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-p3 ASTR1	Forebrain P3	Mouse P3	Astrocytes 1	7.462686567164179e-4	0.0015563722657544166	0.5380191608392318	2.6965200716621487	0	111	ABHD4, MT1E, MT1E, PBXIP1, SLC1A3, S100A16, MT3, FXYD1, SFXN5, TTYH1, S100A6, CLU, MID1IP1, CSPG5, PSAP, GFAP, DTNA, MLC1, SLCO1C1, ACSBG1, CD81, ALDOC, MT1A, MT1A, POLR3H, MT2A, MT2A, OAT, GLUL, SPARC, ZBTB20, DHRS1, CST3, CCDC80, MT1X, MT1X, GSTM1, NKAIN4, PRDX6, PEA15, MT1F, MT1F, PDLIM4, LRP4, NOTCH2, NDRG2, S1PR1, SLC1A2, GPM6B, KCNK1, CNN3, DBI, MT1G, MT1G, S100A1, CD9, PTX3, GNAO1	Jessa et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-p0 PERI	Forebrain P0	Mouse P0	Pericytes	6.57030223390276e-4	0.0015563722657544166	0.5535429627750124	2.681576077159527	0	91	TBX2, EVA1B, TMEM204, MYH9, CSPG4, PDLIM2, PDGFRB, GJA4, SEPT4, GPER1, MCAM, ADAP2, BGN, HEYL, HIGD1B, LURAP1L, ESAM, GGT5, RASGRP2, ARHGDIB, RASL12, NDUFA4L2, RCSD1, REM1, S1PR3, RRAD, PDLIM1, C1orf54, VTN, RHOJ, MUSTN1, IGFBP7, COL4A1, ABCC9, TGFB1I1, KCNJ8, SLC38A11, ECSCR, CA4, CD248, NID1, FOXS1, DLK1, PCDH18, TRPC3, MYLK, IL34, COX4I2, C22orf15, FAM162B, PPP1R14A, GNG11, ASPN, RGS5, MMP9, TBXA2R	Jessa et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	VSVZ-2 T	V-SVZ	Mouse adult	VSVZ-2 T	5.91715976331361e-4	0.0015563722657544166	0.5681070843639454	2.6712577132657422	0	78	LGALS1, CORO1A, TSPO, ITGB2, ARPC1B, HMHA1, CYBA, PTPN6, PSMB8, SHISA5, PTPRCAP, CD53, HLA-DRB1, GPSM3, GIMAP6, RAC2, TAGLN2, LYZ, EMP3, ARHGDIB, PTPN18, MS4A4A, MS4A6A, CD74, GMFG, SLFN12, KLF2, RPLP1, FAU, HLA-DQB1, PTPRC, HLA-DQA1, B2M	Mizrak et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-p6 ASTR3	Forebrain P6	Mouse P6	Astrocytes 3	7.710100231303007e-4	0.0015574402467232074	0.5244063811429744	2.6594357622859226	0	119	TSC22D4, MT1E, MT1E, ACOT2, MT3, GJA1, FXYD1, SFXN5, TTYH1, CCDC74A, ACOT1, CCDC74B, APOE, S100A6, CLU, TST, GFAP, DTNA, TNC, EDNRB, MLC1, ID3, CD63, CD81, ALDOC, MT1A, MT1A, HCFC1R1, MT2A, MT2A, OAT, HEPACAM, CD74, A2M, JUNB, CKB, HSPB8, DHRS1, C4B, FOS, CCDC80, C4A, MT1X, MT1X, HLA-DQB1, MGST1, GSTM1, PRDX6, PEA15, AQP4, HLA-DMA, MT1F, MT1F, PDLIM4, EEPD1, NDRG2, NTSR2, GPM6B, NCAN, CNN3, DBI, MT1G, MT1G, ATP1B2, CD9, GLUD1	Jessa et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	VSVZ-2 Endothelial	V-SVZ	Mouse adult	VSVZ-2 Endothelial	6.435006435006435e-4	0.0015563722657544166	0.5300113977892501	2.5591079586714183	0	89	C10orf10, TMEM204, EGFL7, VWA1, SPOCK2, DEGS2, CLDN5, ACVRL1, ENG, TMEM88, VWF, PLTP, ID3, SLCO1C1, SLC2A1, ESAM, LSR, MMRN2, ICAM2, ID1, CD93, TIE1, FN1, SLC38A5, HSPB1, ROBO4, LTBP4, KLF2, ITM2A, HSPA12B, IGFBP7, RASIP1, CA4, TINAGL1, IFITM3, HEG1, CLEC14A, SRGN, RAMP2, CDH5, CCM2L, C1orf64, SOX17, SLC6A6, PGLYRP1, ABLIM1, KDR, KIAA1462, ADCY4, NOSTRIN, FAM110D, SLC9A3R2	Mizrak et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-p6 ENDO	Forebrain P6	Mouse P6	Endothelial	6.6711140760507e-4	0.0015563722657544166	0.5144018515965934	2.4986367200212674	0	93	EGFL7, APLNR, TRIM16, VWA1, SPOCK2, GRAP, TRIM16L, CLDN5, ACVRL1, ENG, TMEM88, VWF, GIMAP6, ESAM, LSR, MMRN2, ICAM2, CD93, TIE1, AFAP1L1, FN1, SLC38A5, C1orf54, ROBO4, DEF6, HSPA12B, CTSW, IGFBP7, RASIP1, SLC16A4, N4BP3, ECSCR, CA4, CLEC14A, SRGN, EXOC3L1, RASGRP3, CDH5, TMEM252, SOX17, GPR4, PGLYRP1, ABLIM1, KDR, NOSTRIN, SLC39A8, FAM110D, SLC9A3R2, SLC7A1, FAR2, GRAPL, PTPRB, HTRA3, FLT1	Jessa et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	VSVZ-2 OPC	V-SVZ	Mouse adult	VSVZ-2 OPC	6.693440428380187e-4	0.0015563722657544166	0.5112242738975389	2.4947617892879297	0	95	GPR37L1, S100A16, S100B, EPN2, CSPG4, CHADL, NRXN2, CASKIN2, CSPG5, TRAF4, GPT2, EDNRB, NEU4, EMID1, HES5, PDGFRA, SDC3, SNX22, PLLP, RLBP1, TSPAN6, FIP1L1, ZCCHC24, CKB, NLGN3, ABHD2, PCSK1N, MIDN, AMPD3, BCAN, SCRG1, PTPRZ1, SOX10, ASRGL1, MFSD2A, RGCC, ASCL1, ADCYAP1R1, CACNG4, GM2A, SHC4, PXDC1, TNR, DBI, S100A1, CD9	Mizrak et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	HF Endothelial	Human fetal cortex/MGE	Human fetal	Endothelial	6.939625260235947e-4	0.0015563722657544166	0.49824715523681545	2.4535724063786515	0	100	EGFL7, IFI27, IFI27, APLNR, CFI, CLDN5, ENG, VWF, VAMP5, DPEP1, ALPK3, TGM2, GIMAP6, ESAM, MMRN2, ICAM2, IGFBP4, CD93, AFAP1L1, SLC38A5, PROCR, CAV2, C1orf54, CXorf36, ROBO4, CA2, ITM2A, MMRN1, IGFBP7, MFSD2A, BCL6B, SERPINE1, ECSCR, TGFBR2, FLVCR2, ELTD1, FAM129A, RASGRP3, CDH5, PRKCH, GNG11, CAV1, GIMAP4, APLN, IL1R1, FAM198B, GBP4, GBP4, KDR, GPR116	Nowakowski et al 2017
HGG-G34R.V_vs_PNET-HGNET-BCOR	Str/SVZ 35-Mural	Striatum	Mouse P9	Str/SVZ 35-Mural	6.844626967830253e-4	0.0015563722657544166	0.49511984073425264	2.4318787951868424	0	98	TBX2, LHFP, EVA1B, TNS1, PDGFRB, ENG, INPP4B, GJA4, GPER1, MCAM, ADAP2, HEYL, HIGD1B, GGT5, NOTCH3, NDUFA4L2, RCSD1, FN1, S1PR3, MRVI1, VTN, ITGA4, RHOJ, PLXDC1, IGFBP7, COL4A1, ABCC9, KCNJ8, MYL9, SLC38A11, CD248, NID1, IFITM3, IFITM3, PCDH18, TRPC3, CPED1, MYLK, IL34, FAM101A, PPP1R14A, GNG11, DOCK6, TFPI, RGS5, TBXA2R	Anderson et al 2020
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-p3 ENDO	Forebrain P3	Mouse P3	Endothelial	6.596306068601583e-4	0.0015563722657544166	0.4825940000827548	2.3442757630892768	0	92	TMEM204, EGFL7, APLNR, VWA1, SLCO2B1, GRAP, CLDN5, ACVRL1, ENG, VWF, SCARF1, GIMAP6, SLC2A1, ESAM, LSR, ICAM2, CD93, TIE1, AFAP1L1, FN1, SLC38A5, ECM1, C1orf54, ROBO4, RHOJ, MAP7, HSPA12B, CTSW, IGFBP7, RASIP1, SLC16A4, ECSCR, CA4, CLEC14A, SRGN, EXOC3L1, RASGRP3, CDH5, TMEM252, APLN, SOX17, PGLYRP1, NOS3, KDR, NOSTRIN, SLC39A8, SLC7A1, GRAPL, PTPRB, SLCO1A2, HTRA3, FLT1	Jessa et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-p3 ASTR3	Forebrain P3	Mouse P3	Astrocytes 3	7.627765064836003e-4	0.0015563722657544166	0.45881162499663186	2.3224322874154475	0	117	TSC22D4, MT1E, MT1E, ACOT2, AGT, TMEM176B, CNP, GJA1, ACOT1, APOE, CLU, TMEM150A, TST, THY1, GFAP, TNC, LCAT, CPXM1, EDNRB, ID3, CD63, CD81, MT1A, MT1A, SLC25A18, ID1, TMEM176A, RGMA, MT2A, MT2A, A2M, CKB, HSPB8, FOS, MT1X, MT1X, BCAN, SCRG1, MGST1, PLEC, GSTM1, PRDX6, AQP4, MT1F, MT1F, GADD45G, NTSR2, LAMP1, GPM6B, NCAN, DBI, MT1G, MT1G, ATP1B2, GLUD1, BMPR1B, SOCS3	Jessa et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-e15 DRGC	Forebrain E15.5	Mouse E15.5	Dorsal radial glial cells	7.434944237918215e-4	0.0015563722657544166	0.46276447379326124	2.3134323137360933	0	109	MT1E, MT1E, SLC1A3, MT3, GJA1, TTYH1, ENO1, SIVA1, EIF5A, OAZ1, CD63, ALDOC, MT1A, MT1A, HES5, MCM5, MT2A, MT2A, GAS1, EEF1D, SERF2, MT1X, MT1X, SLC25A5, METTL1, ZFP36L1, PRDX1, PRDX6, FUT9, MT1F, MT1F, FKBP3, APRT, TPI1, DCTPP1, NDRG2, TEAD2, MCM2, TKT, GNAI2, DBI, MT1G, MT1G, VIM, UNG	Jessa et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	VSVZ-2 Fibroblast	V-SVZ	Mouse adult	VSVZ-2 Fibroblast	6.747638326585695e-4	0.0015563722657544166	0.46931064244850673	2.297663161179965	0	96	LGALS1, LHFP, EVA1B, TNS1, PDGFRB, INPP4B, GJA4, GPER1, MCAM, RP5-966M1.6, BGN, HEYL, HIGD1B, NOTCH3, PCOLCE, MYL6, SNCG, RASGRP2, NDUFA4L2, TPM2, NUPR1, HSPB2, LMOD1, S1PR3, HSPB1, ACTA2, VTN, PLXDC1, IGFBP7, COL4A1, ABCC9, TGFB1I1, KCNJ8, MYL9, CA4, CD248, TINAGL1, NID1, FOXS1, IFITM3, IFITM3, IFITM3, ACKR3, PCDH18, MYLK, PERP, IL34, COX4I2	Mizrak et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	VSVZ-1 Endothelial	V-SVZ	Mouse adult	VSVZ-1 Endothelial	6.596306068601583e-4	0.0015563722657544166	0.4698521697159403	2.2823803311087794	0	92	C10orf10, TMEM204, EGFL7, VWA1, SPOCK2, DEGS2, CLDN5, ACVRL1, ENG, PLTP, ID3, NFKBIA, SLCO1C1, SLC2A1, ESAM, LSR, SEMA7A, TAGLN2, ICAM2, ID1, CD93, FN1, SLC38A5, HSPB1, ABHD2, C1orf54, LTBP4, KLF2, ITM2A, ATOX1, IGFBP7, SLC7A5, CA4, TINAGL1, IFITM3, IFITM3, HEG1	Mizrak et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	HP Endothelial	Human ped/adult cortex	Human ped/adult	Endothelial	6.934812760055479e-4	0.0015563722657544166	0.46235181011525306	2.267084990367935	0	99	LHFP, BST2, TNS1, EGFL7, IFI27, HLA-A, HLA-C, PDGFRB, CLDN5, ENG, VWF, ID3, HLA-E, BGN, HIGD1B, SLC2A1, NOTCH3, ID1, NDUFA4L2, DCN, MT2A, A2M, FN1, SLC38A5, SPARC, ATP10A, ITM2A, IGFBP7, MFSD2A, ELOVL7, B2M, SLC7A5, IFITM3, HEG1, TGFBR2, SLC6A12, SRGN, DUSP1, ELTD1, VIM, PPFIBP1, NEAT1, PRKCH, GNG11	Velmeshev et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	HP Oligodendrocytes	Human ped/adult cortex	Human ped/adult	Oligodendrocytes	6.939625260235947e-4	0.0015563722657544166	0.45931682667107154	2.261863574855541	0	100	PLP1, ABCA2, CNP, CERCAM, MBP, CDK18, TF, ST18, TMTC2, CNTN2, TMEM144, PPP2R2B, LAMP2, SLC24A2, PDE4B, MAG, PRUNE2, PXK, SPOCK3, MAP7, DPYD, C10orf90, PDE1C, MAGI2, CLDND1, TMEM165, DLG2, LINC00609, NKAIN2, GPM6B, QKI, PTGDS, KIAA1598, SLC5A11, AKAP6, PLEKHH1, IL1RAPL1, SEPT7, UGT8, ELMO1	Velmeshev et al 2019
